unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,status,borough,incident_zip,location_type,latitude,longitude,hours_to_close,hour,day_of_week,month,season
59922755,2024-01-04 16:35:05,2024-01-04 17:00:10,NYPD,New York City Police Department,Encampment,N/A,Closed,MANHATTAN,Unspecified,Subway,40.79609178626078,-73.96145638753156,0.41805555555555557,16,Thursday,1,Winter
59895062,2024-01-01 02:20:33,2024-01-01 02:45:26,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Closed,BROOKLYN,11207,Residential Building/House,40.65893182677183,-73.88486278314905,0.4147222222222222,2,Monday,1,Winter
59924952,2024-01-04 09:53:22,2024-01-09 21:19:23,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,Closed,BRONX,10453,RESIDENTIAL BUILDING,40.85349982775477,-73.90415422222642,131.4336111111111,9,Thursday,1,Winter
59932355,2024-01-05 19:04:32,2024-01-05 20:56:20,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Closed,QUEENS,11435,Street/Sidewalk,40.69661115417021,-73.80638648849606,1.8633333333333333,19,Friday,1,Winter
59926471,2024-01-04 14:27:37,2024-01-06 18:12:50,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,Closed,BROOKLYN,11207,RESIDENTIAL BUILDING,40.66060873436792,-73.89323994503097,51.75361111111111,14,Thursday,1,Winter
59898893,2024-01-01 09:13:26,2024-01-01 09:23:47,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Closed,STATEN ISLAND,10306,Street/Sidewalk,40.57203823880025,-74.09597463723172,0.1725,9,Monday,1,Winter
59919419,2024-01-03 16:58:11,2024-01-05 18:13:30,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,Closed,BRONX,10467,RESIDENTIAL BUILDING,40.87991826767398,-73.87608686147225,49.25527777777778,16,Wednesday,1,Winter
59945878,2024-01-06 13:01:14,2024-01-11 11:16:01,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Closed,STATEN ISLAND,10314,Park,40.59466786484396,-74.17413301315554,118.24638888888889,13,Saturday,1,Winter
59910365,2024-01-02 16:39:43,2024-01-03 21:13:12,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,Closed,BRONX,10452,RESIDENTIAL BUILDING,40.83838992282009,-73.92197833701223,28.558055555555555,16,Tuesday,1,Winter
59936758,2024-01-05 13:03:44,2024-01-07 10:41:26,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,Closed,BRONX,10469,RESIDENTIAL BUILDING,40.87673332080013,-73.85620456432072,45.62833333333333,13,Friday,1,Winter
59919725,2024-01-03 07:24:14,2024-01-14 08:48:49,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,Closed,BRONX,10456,RESIDENTIAL BUILDING,40.836482407851925,-73.91432643558511,265.40972222222223,7,Wednesday,1,Winter
59937534,2024-01-05 15:22:14,2024-01-06 22:48:30,DSNY,Department of Sanitation,Dirty Condition,Dog Waste,Closed,BROOKLYN,11212,Sidewalk,40.665973344721664,-73.90742272632613,31.43777777777778,15,Friday,1,Winter
59902186,2024-01-02 23:23:00,2024-01-03 00:07:00,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),Closed,QUEENS,11375,Unspecified,40.7211611039867,-73.85117211738694,0.7333333333333333,23,Tuesday,1,Winter
59904749,2024-01-02 09:56:00,2024-01-02 11:45:00,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),Closed,MANHATTAN,10024,Unspecified,40.78664557944582,-73.9757872703752,1.8166666666666667,9,Tuesday,1,Winter
